titles,abstracts,categories,entry_ids,pdf_url,published,authors,primary_category
Fast Bayesian equipment condition monitoring via simulation based inference: applications to heat exchanger health,"Accurate condition monitoring of industrial equipment requires inferring latent degradation parameters from indirect sensor measurements under uncertainty. While traditional Bayesian methods like Markov Chain Monte Carlo (MCMC) provide rigorous uncertainty quantification, their heavy computational bottlenecks render them impractical for real-time process control. To overcome this limitation, we propose an AI-driven framework utilizing Simulation-Based Inference (SBI) powered by amortized neural posterior estimation to diagnose complex failure modes in heat exchangers. By training neural density estimators on a simulated dataset, our approach learns a direct, likelihood-free mapping from thermal-fluid observations to the full posterior distribution of degradation parameters. We benchmark this framework against an MCMC baseline across various synthetic fouling and leakage scenarios, including challenging low-probability, sparse-event failures. The results show that SBI achieves comparable diagnostic accuracy and reliable uncertainty quantification, while accelerating inference time by a factor of82$\times$ compared to traditional sampling. The amortized nature of the neural network enables near-instantaneous inference, establishing SBI as a highly scalable, real-time alternative for probabilistic fault diagnosis and digital twin realization in complex engineering systems.","['cs.LG', 'eess.SY', 'physics.comp-ph']",http://arxiv.org/abs/2604.20735v1,https://arxiv.org/pdf/2604.20735v1,22/04/2026-16:21:25,"['Peter Collett', 'Alexander Johannes Stasik', 'Simone Casolo', 'Signe Riemer-Sørensen']",cs.LG
Interval POMDP Shielding for Imperfect-Perception Agents,"Autonomous systems that rely on learned perception can make unsafe decisions when sensor readings are misclassified. We study shielding for this setting: given a proposed action, a shield blocks actions that could violate safety. We consider the common case where system dynamics are known but perception uncertainty must be estimated from finite labeled data. From these data we build confidence intervals for the probabilities of perception outcomes and use them to model the system as a finite Interval Partially Observable Markov Decision Process with discrete states and actions. We then propose an algorithm to compute a conservative set of beliefs over the underlying state that is consistent with the observations seen so far.
  This enables us to construct a runtime shield that comes with a finite-horizon guarantee: with high probability over the training data, if the true perception uncertainty rates lie within the learned intervals, then every action admitted by the shield satisfies a stated lower bound on safety. Experiments on four case studies show that our shielding approach (and variants derived from it) improves the safety of the system over state-of-the-art baselines.","['cs.AI', 'eess.SY']",http://arxiv.org/abs/2604.20728v1,https://arxiv.org/pdf/2604.20728v1,22/04/2026-16:12:37,"['William Scarbro', 'Ravi Mangal']",cs.AI
Interaction between nuclear clusters and superfluid phonons in the neutron-star inner crust,"The interaction between lattice vibrations of nuclear clusters and superfluid phonons associated with neutron superfluidity plays an important role in the dynamics of the neutron-star inner crust. While this coupling has been discussed mainly within macroscopic approaches such as hydrodynamics and effective field theory, its microscopic origin and the value of the effective coupling constant have remained unclear. In this work, we derive the interaction between nuclear clusters and superfluid phonons starting from a microscopic description of inner-crust matter. Using nuclear density functional theory, we analyze the response of a neutron superfluid around a single nuclear cluster within the quasiparticle random-phase approximation. From this microscopic response, we obtain the interaction between the cluster and the surrounding superfluid. Matching this result to the long-wavelength effective description, we determine the coupling constant in an effective Hamiltonian describing the mixing between lattice and superfluid phonons. The resulting coupling strength is found to be significantly smaller than previous hydrodynamical estimates. This reduction originates from the suppression of the superfluid phonon amplitude inside and around the nuclear cluster. Our results provide a microscopic determination of the coupling parameter governing lattice-superfluid phonon mixing in the neutron-star inner crust.","['nucl-th', 'astro-ph.HE']",http://arxiv.org/abs/2604.20725v1,https://arxiv.org/pdf/2604.20725v1,22/04/2026-16:11:54,"['Masayuki Matsuo', 'Arata Nishiwaki', 'Toshiyuki Okihashi', 'Masaru Hongo']",nucl-th
Formal Verification of Minimax Algorithms,"Minimax-based search algorithms with alpha-beta pruning and transposition tables are a central component of classical game-playing engines and remain widely used in practice. Despite their widespread use, these algorithms are subtle, highly optimized, and notoriously difficult to reason about, making non-obvious errors hard to detect by testing alone. Using the Dafny verification system, we formally verify a range of minimax search algorithms, including variants with alpha-beta pruning and transposition tables. For depth-limited search with transposition tables, we introduce a witness-based correctness criterion that captures when returned values can be justified by an explicit game-tree expansion. We apply this criterion to two practical variants of depth-limited negamax with alpha-beta pruning and transposition tables: for one variant, we obtain a fully mechanized correctness proof, while for the other we construct a concrete counterexample demonstrating a violation of the proposed correctness notion. All verification artifacts, including Dafny proofs and executable Python implementations, are publicly available.",['cs.AI'],http://arxiv.org/abs/2509.20138v2,https://arxiv.org/pdf/2509.20138v2,24/09/2025-14:02:33,"['Wieger Wesselink', 'Kees Huizing', 'Huub van de Wetering']",cs.AI
Tokenised Flow Matching for Hierarchical Simulation Based Inference,"The cost of simulator evaluations is a key practical bottleneck for Simulation Based Inference (SBI). In hierarchical settings with shared global parameters and exchangeable site-level parameters and observations, this structure can be exploited to improve simulation efficiency. Existing hierarchical SBI approaches factorise the posterior yet still simulate across multiple sites per training sample; We instead explore likelihood factorisation (LF) to train from single-site simulations. In LF sampling we learn a per-site neural surrogate of the simulator and then assemble synthetic multi-site observations to amortise inference for the full hierarchical posterior. Building on this, we propose Tokenised Flow Matching for Posterior Estimation (TFMPE), a tokenised flow matching approach that supports function-valued observations through likelihood factorisation. To enable systematic evaluation, we introduce a benchmark for hierarchical SBI. We validate TFMPE on this benchmark and on realistic infectious disease and computational fluid dynamics models, finding well-calibrated posteriors while reducing computational cost.","['cs.LG', 'cs.AI']",http://arxiv.org/abs/2604.20723v1,https://arxiv.org/pdf/2604.20723v1,22/04/2026-16:07:47,"['Giovanni Charles', 'Cosmo Santoni', 'Seth Flaxman', 'Elizaveta Semenova']",cs.LG
Photometric Identification of Unresolved Binary Stars in Nearby Open Star Clusters,"This paper introduces a new method to search for unresolved binary stars in open star clusters. The work aims at improving the approach introduced previously, which employs the (H-W2)-W1 versus W2-(BP-K) photometric diagram. This diagram, in tandem with the Gaia Color Magnitude Diagram (CMD) and using theoretical isochrones as reference sequences, is used to estimate the binary star fraction and the distribution of the component mass ratio $q$ in eight nearby open star clusters, including Pleiades, Alpha Per, and Praesepe, which we investigated in previous studies. In this study, to alleviate the uncertainties associated with the use of theoretical isochrones, we propose an empirical isochrones approach. We show that this is an effective approach to exploring a wider primary-mass interval, in particular for the region of low-mass sources.
  Box-and-whisker plots are used to present the distribution of the component mass ratio $q$. The mode of distribution turns out to be in the range $0.43-0.83$ and $0.38-0.63$ for Gaia and infrared-visible photometry, respectively. In addition, we update the algorithm to obtain the binary fraction, whose estimate lies in the range $0.16 - 0.36$ and $0.21 - 0.44$, depending on the adopted method, and show that in previous studies the binary fraction was overestimated. We do not find evidence that the variable spatial resolution of the employed catalogs (Gaia, 2MASS, and WISE) affects the precision of the binary fraction estimate.","['astro-ph.GA', 'astro-ph.SR']",http://arxiv.org/abs/2604.20722v1,https://arxiv.org/pdf/2604.20722v1,22/04/2026-16:07:28,"['Varvara O. Mikhnevich', 'Anastasiia Plotnikova', 'Giovanni Carraro', 'Anton F. Seleznev']",astro-ph.GA
Learning-based Linear Inversion for Quantitative Pulse-Echo Speed-of-Sound Imaging,"Computed ultrasound tomography in echo mode generates maps of tissue speed of sound (SoS) from the shift of echoes when detected under varying steering angles. It solves a linearized inverse problem that requires regularization to complement the echo shift data with a priori constraints. Spatial gradient regularization has been used to enforce smooth solutions, but SoS estimates were found to be biased depending on tissue layer geometry. Here, we propose to train a linear operator to minimize SoS errors on average over a large number of random tissue models that sample the distribution of geometries and SoS values expected in vivo. In an extensive simulation study on liver imaging, we demonstrate that biases are strongly reduced, with residual biases being the result of a partial non-linearity in the actual physical problem. This approach can either be applied directly to echo-shift data or to the SoS maps estimated with gradient regularization, where the former shows slightly better performance, but the latter is computationally more efficient. Experimental phantom results confirm the transferability of our results to real ultrasound data.",['physics.med-ph'],http://arxiv.org/abs/2408.11471v2,https://arxiv.org/pdf/2408.11471v2,21/08/2024-09:38:51,"['Parisa Salemi Yolgunlu', 'Jules Blom', 'Naiara Korta Martiartu', 'Michael Jaeger']",physics.med-ph
GeoRelight: Learning Joint Geometrical Relighting and Reconstruction with Flexible Multi-Modal Diffusion Transformers,"Relighting a person from a single photo is an attractive but ill-posed task, as a 2D image ambiguously entangles 3D geometry, intrinsic appearance, and illumination. Current methods either use sequential pipelines that suffer from error accumulation, or they do not explicitly leverage 3D geometry during relighting, which limits physical consistency. Since relighting and estimation of 3D geometry are mutually beneficial tasks, we propose a unified Multi-Modal Diffusion Transformer (DiT) that jointly solves for both: GeoRelight. We make this possible through two key technical contributions: isotropic NDC-Orthographic Depth (iNOD), a distortion-free 3D representation compatible with latent diffusion models; and a strategic mixed-data training method that combines synthetic and auto-labeled real data. By solving geometry and relighting jointly, GeoRelight achieves better performance than both sequential models and previous systems that ignored geometry.",['cs.CV'],http://arxiv.org/abs/2604.20715v1,https://arxiv.org/pdf/2604.20715v1,22/04/2026-16:01:04,"['Yuxuan Xue', 'Ruofan Liang', 'Egor Zakharov', 'Timur Bagautdinov', 'Chen Cao', 'Giljoo Nam', 'Shunsuke Saito', 'Gerard Pons-Moll', 'Javier Romero']",cs.CV
Identification strategies for combining an experimental study with external data,"There is increasing interest in combining information from experimental studies, including randomized and single-group trials, with information from external experimental or observational data sources. Such efforts are usually motivated by the desire to compare treatments evaluated in different studies -- for instance, by constructing external comparator groups for some index study -- or to estimate treatment effects with greater precision. Proposals to combine experimental studies with external data were made at least as early as the 1970s, but in recent years have come under increasing consideration within clinical practice and by regulatory agencies involved in drug and device evaluation, particularly with the increasing availability of trial and observational data. In this paper, we describe basic study templates that combine information from experimental studies with external data, and use the potential (counterfactual) outcomes framework to elaborate identification strategies for potential outcome means and average treatment effects. We argue that these identification strategies inherit ideas relevant to the study of causation in single-source studies and the related literature on combining information (e.g., generalizability and transportability methods), but merit consideration as a separate class of causal problems because they differ in terms of their scientific motivations, definitions of the target population, sampling, data structures, and identifiability conditions. In formalizing identification strategies for the analyses described herein, we hope to provide a conceptual foundation to support the systematic use and evaluation of such efforts.","['stat.ME', 'math.ST']",http://arxiv.org/abs/2406.03302v4,https://arxiv.org/pdf/2406.03302v4,05/06/2024-14:11:40,"['Lawson Ung', 'Guanbo Wang', 'Sebastien Haneuse', 'Miguel A. Hernán', 'Issa J. Dahabreh']",stat.ME
The Role and Relationship of Initialization and Densification in 3D Gaussian Splatting,"3D Gaussian Splatting (3DGS) has become the method of choice for photo-realistic 3D reconstruction of scenes, due to being able to efficiently and accurately recover the scene appearance and geometry from images. 3DGS represents the scene through a set of 3D Gaussians, parameterized by their position, spatial extent, and view-dependent color. Starting from an initial point cloud, 3DGS refines the Gaussians' parameters as to reconstruct a set of training images as accurately as possible. Typically, a sparse Structure-from-Motion point cloud is used as initialization. In order to obtain dense Gaussian clouds, 3DGS methods thus rely on a densification stage. In this paper, we systematically study the relation between densification and initialization. Proposing a new benchmark, we study combinations of different types of initializations (dense laser scans, dense (multi-view) stereo point clouds, dense monocular depth estimates, sparse SfM point clouds) and different densification schemes. We show that current densification approaches are not able to take full advantage of dense initialization as they are often unable to (significantly) improve over sparse SfM-based initialization. We will make our benchmark publicly available.",['cs.CV'],http://arxiv.org/abs/2603.20714v2,https://arxiv.org/pdf/2603.20714v2,21/03/2026-08:37:36,"['Ivan Desiatov', 'Torsten Sattler']",cs.CV
Forecasts of CMB $E$-mode anomalies for AliCPT-1,"The standard $Λ$CDM model has been highly successful in describing cosmic microwave background (CMB) observations. Nevertheless, a set of large-scale statistical anomalies persists in temperature anisotropies across WMAP and Planck. CMB $E$-mode polarization offers an independent probe of these anomalies, circumventing the look-elsewhere effect inherent in temperature-only analyses. In this paper, we forecast the capability of the Ali CMB Polarization Telescope (AliCPT), a ground-based CMB experiment in the Northern Hemisphere, to detect such anomalies in large-scale $E$-mode polarization. Using 1000 unconstrained simulations processed with the NILC component separation method, we evaluate four anomaly estimators: dipole modulation, lack of large-angle correlations, quadrupole-octopole alignment, and point-parity asymmetry. Our analysis considers two noise levels for AliCPT, as well as a joint configuration with Simons Observatory (SO) Large Aperture Telescope (LAT). For dipole modulation, we validate the local variance estimator on modulated simulations with an input amplitude $A_d = 0.07$, and find that the combined AliCPT+SO dataset is likely to detect the injected $E$-mode modulation at a 99% confidence level. Tests of the full suite of anomaly statistics on unconstrained isotropic simulations indicate that AliCPT alone, owing to its limited sky coverage, might introduce systematic biases or enlarged uncertainties, especially for quadrupole-octopole alignment and point-parity asymmetry. The combination with SO largely restores the statistical distributions to those expected in an ideal full-sky scenario, thereby establishing a near-cosmic-variance benchmark for upcoming anomaly investigations.",['astro-ph.CO'],http://arxiv.org/abs/2604.20699v1,https://arxiv.org/pdf/2604.20699v1,22/04/2026-15:44:13,"['Jiazheng Dou', 'Wen Zhao']",astro-ph.CO
A General Technique for Searching in Implicit Sets via Function Inversion,"In recent years, the Fiat-Naor function inversion scheme has been used to disprove conjectures in fine-grained complexity theory and design state of the art data structures for a number of combinatorial problems. We pursue this line of research by considering its application to data structures for searching in implicit sets, defined as the image of a function.
  We show that, if $f$ is of the form $[N]\to [2^{w}]^d$ for some $w=polylog(N)$ and is computable in constant time, then, for any $0<α<1$, we can obtain a data structure using $Õ(N^{1-α/3})$ space such that, for a given $d$-dimensional axis-aligned box $B$, we can search for some $x\in [N]$ such that $f(x) \in B$ in time $Õ(N^α)$. (Here the $Õ(.)$ notation omits polylogarithmic factors.)
  Using similar techniques, we further obtain
  - data structures for range counting and reporting, predecessor, selection, ranking queries, and combinations thereof, on the set $f([N])$,
  - data structures for preimage size and preimage selection queries for a given value of $f$, and
  - data structures for selection and ranking queries on geometric quantities computed from tuples of points in $d$-space.
  These results unify and generalize previously known results on 3SUM-indexing and string searching, and are widely applicable as a black box to a variety of problems.
  In particular, we give a data structure for a generalized version of gapped string indexing, and show how to preprocess a set of points on an integer grid in order to efficiently compute (in sublinear time), for points contained in a given axis-aligned box, their Theil-Sen estimator, the $k$th largest area triangle, or the induced hyperplane that is the $k$th furthest from the origin.",['cs.DS'],http://arxiv.org/abs/2311.12471v2,https://arxiv.org/pdf/2311.12471v2,21/11/2023-09:29:53,"['Boris Aronov', 'Jean Cardinal', 'Justin Dallant', 'John Iacono']",cs.DS
On $q$-convex hypersurfaces in Riemannian manifolds,"We prove that any closed, convex hypersurface in an $(n+1)$-dimensional Riemannian manifold with $\lceil \frac{n}{2} \rceil$-positive curvature operator is a rational homology sphere with finite fundamental group. The same conclusion holds for any $\lceil \frac{n}{2} \rceil$-convex hypersurface, provided that the mean curvature satisfies a natural pinching condition. Both results follow from more general vanishing and estimation theorems for the Betti numbers of closed $q$-convex immersed hypersurfaces in $(n+1)$-dimensional Riemannian manifolds, under a lower bound on the average of the smallest $(n-p)$ eigenvalues of the curvature operator.",['math.DG'],http://arxiv.org/abs/2604.20695v1,https://arxiv.org/pdf/2604.20695v1,22/04/2026-15:41:32,"['Giulio Colombo', 'Christos-Raent Onti']",math.DG
Estimating the Number of Components in Finite Mixture Models via Variational Approximation,"This work introduces a new method for selecting the number of components in finite mixture models (FMMs) using variational Bayes, inspired by the large-sample properties of the Evidence Lower Bound (ELBO) derived from mean-field (MF) variational approximation. Specifically, we establish matching upper and lower bounds for the ELBO without assuming conjugate priors, suggesting the consistency of model selection for FMMs based on maximizing the ELBO. As a by-product of our proof, we demonstrate that the MF approximation inherits the stable behavior (benefited from model singularity) of the posterior distribution, which tends to eliminate the extra components under model misspecification where the number of mixture components is over-specified. This stable behavior also leads to the $n^{-1/2}$ convergence rate for parameter estimation, up to a logarithmic factor, under this model overspecification. Empirical experiments are conducted to validate our theoretical findings and compare with other state-of-the-art methods for selecting the number of components in FMMs.","['stat.ME', 'math.ST', 'stat.ML']",http://arxiv.org/abs/2404.16746v2,https://arxiv.org/pdf/2404.16746v2,25/04/2024-17:00:24,"['Chenyang Wang', 'Yun Yang']",stat.ME
Bayesian approach for uncertainty quantification of hybrid spectral unmixing in $γ$-ray spectrometry,"Identifying and quantifying $γ$-emitting radionuclides, considering spectral deformation from $γ$-interactions in radioactive source surroundings, present a significant challenge in $γ$-ray spectrometry. In that context, a hybrid machine learning method has been previously proposed to jointly estimate the counting and spectral signatures of $γ$-emitters under conditions of spectral variability. This paper addresses the uncertainty quantification of the estimators (i.e., the counting and the variable $λ$ which characterizes the spectral signatures) obtained by this spectral unmixing algorithm. The focus is on the coverage interval, as defined by the GUM, which corresponds closely to a credible interval in the Bayesian framework. Given the inverse problem and the constraints associated with spectral deformation, two Bayesian methods - Laplace approximation and Markov Chain Monte Carlo - have been developed for uncertainty quantification to ensure robust decision-making. The Laplace approximation technique approximates the posterior distribution by a Gaussian distribution, while the Markov Chain Monte Carlo technique samples the posterior distribution. This study evaluates these two methods in terms of precision of coverage interval based on repeated Monte Carlo samples using the long-run success rate. Numerical experiments show that both methods yield similar results close to the expected success rate of 95.4$\%$ when constraints related to spectral signatures deformation and counting are inactive. However, when constraints are active or the background counting significantly dominates other radionuclides, the Laplace approximation method deviates from the expected long-run success rate due to the non-Gaussian posterior distribution. In such cases, the Markov Chain Monte Carlo method still provides robust results.",['physics.data-an'],http://arxiv.org/abs/2604.20691v1,https://arxiv.org/pdf/2604.20691v1,22/04/2026-15:37:56,"['Dinh Triem Phan', 'Jérôme Bobin', 'Cheick Thiam', 'Christophe Bobin']",physics.data-an
FingerEye: Continuous and Unified Vision-Tactile Sensing for Dexterous Manipulation,"Dexterous robotic manipulation requires comprehensive perception across all phases of interaction: pre-contact, contact initiation, and post-contact. Such continuous feedback allows a robot to adapt its actions throughout interaction. However, many existing tactile sensors, such as GelSight and its variants, only provide feedback after contact is established, limiting a robot's ability to precisely initiate contact. We introduce FingerEye, a compact and cost-effective sensor that provides continuous vision-tactile feedback throughout the interaction process. FingerEye integrates binocular RGB cameras to provide close-range visual perception with implicit stereo depth. Upon contact, external forces and torques deform a compliant ring structure; these deformations are captured via marker-based pose estimation and serve as a proxy for contact wrench sensing. This design enables a perception stream that smoothly transitions from pre-contact visual cues to post-contact tactile feedback. Building on this sensing capability, we develop a vision-tactile imitation learning policy that fuses signals from multiple FingerEye sensors to learn dexterous manipulation behaviors from limited real-world data. We further develop a digital twin of our sensor and robot platform to improve policy generalization. By combining real demonstrations with visually augmented simulated observations for representation learning, the learned policies become more robust to object appearance variations. Together, these design aspects enable dexterous manipulation across diverse object properties and interaction regimes, including coin standing, chip picking, letter retrieving, and syringe manipulation. The hardware design, code, appendix, and videos are available on our project website: https://nus-lins-lab.github.io/FingerEyeWeb/",['cs.RO'],http://arxiv.org/abs/2604.20689v1,https://arxiv.org/pdf/2604.20689v1,22/04/2026-15:37:34,"['Zhixuan Xu', 'Yichen Li', 'Xuanye Wu', 'Tianyu Qiu', 'Lin Shao']",cs.RO
Variance Is Not Importance: Structural Analysis of Transformer Compressibility Across Model Scales,"We present a systematic empirical study of transformer compression through over 40 experiments on GPT-2 (124M parameters) and Mistral 7B (7.24B parameters). Our analysis covers spectral compression, block-level function replacement, rotation-based quantization, activation geometry, and adaptive early exit.
  We identify five structural properties relevant to compression. (1) Variance is not importance: high-variance activation directions are approximately 96 percent uncorrelated with predictive directions (measured via CCA), and projecting onto these subspaces preserves over 90 percent of variance while degrading perplexity. (2) Block linearity is conditional: transformer blocks are approximately linear (R^2 ~ 0.95 on GPT-2, 0.93 on Mistral block 31) only under the correct upstream distribution; modifying earlier blocks induces distribution shift that degrades downstream approximations. (3) The reconstruction wall: approaches that factor weights into quantized components amplify errors through cross-terms, making direct quantization strictly superior. (4) Linearity increases with depth: Mistral 7B exhibits a progression from R^2 = 0.17 (block 0) to R^2 = 0.93 (block 31), indicating a division between nonlinear feature construction and linear refinement. (5) Approximately 30 percent of tokens are computationally easy, confirmed via exit heads and KL divergence sensitivity.
  We demonstrate that single-block linear replacement achieves 34x compression with a 1.71 perplexity increase on the final block of Mistral 7B, while multi-block replacement fails due to residual error accumulation and distribution shift. These findings suggest fundamental limits to static post-training compression and motivate adaptive, per-token computation as a more effective direction.",['cs.LG'],http://arxiv.org/abs/2604.20682v1,https://arxiv.org/pdf/2604.20682v1,22/04/2026-15:31:46,['Samuel Salfati'],cs.LG
Panel Quantile Regression with Common Shocks,"This paper develops an asymptotic and inferential theory for fixed-effects panel quantile regression (FEQR) that delivers inference robust to pervasive common shocks. Such shocks induce cross-sectional dependence that is central in many economic and financial panels but largely ignored in existing FEQR theory, which typically assumes cross-sectional independence and requires $T \gg N$. We show that the standard FEQR estimator remains asymptotically normal under the mild condition $(\log N)^2/T \to 0$, thereby accommodating empirically relevant regimes, including those with $T \ll N$. We further show that common shocks fundamentally alter the asymptotic covariance structure, rendering conventional covariance estimators inconsistent, and we propose a simple covariance estimator that remains consistent both in the presence and absence of common shocks. The proposed procedure therefore provides valid robust inference without requiring prior knowledge of the dependence structure, substantially expanding the applicability of FEQR methods in realistic panel data settings.","['econ.EM', 'stat.ME']",http://arxiv.org/abs/2602.19201v2,https://arxiv.org/pdf/2602.19201v2,22/02/2026-14:06:35,"['Harold D. Chiang', 'Antonio F. Galvao', 'Chia-Min Wei']",econ.EM
Enhanced Condensation Through Rotation,"We argue that rotation of a thin superconducting cylinder can increase the critical superconducting temperature substantially. A purely rotational effect originates from the tendency of a steadily rotating mechanical system to maximize its moment of inertia. A condensation of Cooper pairs in a rotating cylinder decouples a part of the normal electron fraction from rotation, thus producing a circulating electric current of an uncompensated electric charge of lattice ions. The current produces the magnetic field that stores energy of rotation, thus increasing the moment of inertia. In the presence of an external magnetic field, another enhancement effect originates from the interaction energy of the dipole magnetic moment of the normal component with the background magnetic field. In both cases, rotation of the cylindrical shell promotes the formation of condensate that decouples from mechanical rotation. We give quantitative estimates for a thin cylinder of aluminum.","['cond-mat.supr-con', 'quant-ph']",http://arxiv.org/abs/2501.01734v3,https://arxiv.org/pdf/2501.01734v3,03/01/2025-09:54:20,"['Maxim Chernodub', 'Frank Wilczek']",cond-mat.supr-con
Attosecond Nonlinear Quantum Electrodynamics in Laser-Driven Plasmas via Two-Photon Synchrotron Emission,"Ultrafast strong-field laser--plasma physics is shown to offer a promising framework for relativistic nonlinear quantum electrodynamics (QED). As one of its key advantages, this approach to relativistic nonlinear QED does not require an external beam of relativistic particles. Instead, high-energy electrons are produced in this setting as a part of ultrafast strong-field laser--plasma interactions. An intense ultrashort laser pulse generates and accelerates dense electron bunches to relativistic energies, giving rise to photon-pair emission confined to the nanometer scale in space and the attosecond scale in time. As a lowest-order nonlinear QED process, relativistic electrons in laser-driven plasmas are shown to give rise to attosecond bursts of two-photon emission, providing an ultrabroadband source of correlated photon pairs. As a physically insightful estimate, the rate of this two-photon emission is expressed via a product $ α^2 γω_{turn}$, where $α$ is the fine-structure constant, $γ$ is the Lorentz factor, and $ ω_{turn}$ is the local relativistic curvature frequency. Photon pairs with strongest correlations, providing a resource for photon entanglement, are emitted at a much lower rate, estimated as $ α^2 γ^2 ω_{turn} E_{\perp} /E_S$, where $E_{\perp}$ is the laser electromagnetic field, determining the transverse Lorentz force, and $E_S$ is the Schwinger critical field. Our study offers a clear guidance on how quantum aspects of laser-driven relativistic plasma electrodynamics can be isolated from their classical counterparts, enabling a physically justifiable approach to the analysis of nonlinear QED phenomena in complex laser--plasma interactions driven by ultrashort high-intensity laser pulses.","['physics.plasm-ph', 'quant-ph']",http://arxiv.org/abs/2604.20672v1,https://arxiv.org/pdf/2604.20672v1,22/04/2026-15:21:10,"['Vedin Dewan', 'Aleksei M. Zheltikov', 'Julia M. Mikhailova']",physics.plasm-ph
On the structural growth of bipartite Ramsey numbers,"Bipartite Ramsey numbers is the smallest size of a complete bipartite graph $K_{N,N}$ such that every edge-coloring with a given number of colors inevitably yields a monochromatic copy of a prescribed bipartite graph. While exact values have been determined for certain specific graphs, the general asymptotic behavior of these numbers in terms of structural graph parameters remains poorly understood. In this paper, we investigate structure-dependent growth phenomena in bipartite Ramsey theory.
  We first establish a general lower bound for the $q$-color bipartite Ramsey number $\operatorname{br}(K_{s,t};q)$. The proof employs a probabilistic construction together with an optimization over independent set densities, adapting the approach of Nikiforov and Sawin to the bipartite context. Next, for a fixed bipartite graph $G$ with $p$ vertices and $q$ edges, we prove a lower bound of the form $\operatorname{br}(G,K_{n,n}) > C \bigl(\frac{n}{\log n}\bigr)^{(q-1)/(p-2)}$. As a corollary, we show that sufficiently dense bipartite graphs fail to be bipartite Ramsey size linear. Turning to even cycles and complete bipartite graphs, we obtain an upper bound on the multicolor bipartite Ramsey number $\operatorname{br}_k(C_{2t};K_{n,n}) \le c_{t,k}\, n^2/\log^2 n$, which follows from classical estimates for Zarankiewicz numbers together with a double-counting argument. Building on this result, we further derive a refined linear upper bound of the form $\operatorname{br}(C_{2t},G) \le \frac{m}{2} + \frac{29t\sqrt{m}}{2}$, valid for any connected bipartite graph $G$ with $m$ edges and no isolated vertices.",['math.CO'],http://arxiv.org/abs/2604.20668v1,https://arxiv.org/pdf/2604.20668v1,22/04/2026-15:18:13,['Meng Ji'],math.CO
Data Integration for Estimating Subgroup-Specific Conditional Average Treatment Effects (CATEs) Using Coarsened External Information in Randomized Trials,"Randomized controlled trials (RCTs) are often underpowered to detect treatment heterogeneity in subgroups defined by cross-classifications of multiple covariates, due to sparse sample sizes in some strata. External RCT data can help, but typically provide treatment effect estimates at a coarser level (e.g., by sex or race) rather than for the finer subgroups of interest (e.g., race-by-sex). We propose a novel James-Stein (JS)-type estimator that borrows strength from such coarsened external estimates to improve estimation of finer subgroup-specific conditional average treatment effects (CATEs) in an internal study, while accommodating potential incompatibility in marginal CATEs across populations. Based on asymptotic theory, we derive a practical analytic variance estimator for the JS estimator that exhibits acceptable empirical performance. Under mild conditions, we show that the proposed estimator uniformly dominates the ordinary least squares (OLS) estimator based on internal data regarding a weighted quadratic loss. Simulation studies demonstrate favorable performance compared with existing shrinkage methods, including empirical Bayes and generalized ridge estimators. We illustrate our method by estimating race-by-sex subgroup CATEs in a tirzepatide weight-loss trial (SURMOUNT-1), borrowing sex-specific and race-specific estimates from two previous semaglutide trials (STEP 1 and STEP 2). The proposed method detects a significantly larger treatment effect on percentage weight loss in the female-White subgroup than in the female-Asian subgroup, a difference not detected using internal data alone.",['stat.ME'],http://arxiv.org/abs/2604.20667v1,https://arxiv.org/pdf/2604.20667v1,22/04/2026-15:16:48,"['Youqi Yang', 'Walter Dempsey', 'Bhramar Mukherjee']",stat.ME
p-adic elliptic polylogarithms and cubic Chabauty,"The Chabauty--Coleman--Kim method, under favourable circumstances, describes the set of integral points of a hyperelliptic curve inside the $p$-adic zeroes of certain transcendental functions. For an elliptic curve of Mordell--Weil rank one, the Chabauty--Coleman--Kim set in depth 2 is given by the zeroes of a (finite union of) quadratic polynomial(s) in the $p$-adic logarithm of the elliptic curve and the local $p$-adic height at $p$. Here, we give an explicit formula for a finite set containing the Chabauty--Coleman--Kim set in depth 3 for an elliptic curve of rank at most 2 under an assumption on non-vanishing of a special value of a $p$-adic $L$-function. The finite set is given by the zeroes of a polynomial in $p$-adic elliptic polylogarithms. We use these formulas to verify new instances of Kim's conjecture.","['math.NT', 'math.AG']",http://arxiv.org/abs/2604.20662v1,https://arxiv.org/pdf/2604.20662v1,22/04/2026-15:10:08,"['Jennifer S. Balakrishnan', 'Francesca Bianchi', 'Netan Dogra']",math.NT
